7.234477;13.718667;0.391975;4.103364;9.033415;578.451414;standing_up
7.094388;12.553486;0.201153;4.306396;8.911509;595.770264;sitting_down
7.767433;13.073094;0.434969;4.770190;8.574032;584.574198;standing_up
7.001484;13.109985;0.277243;3.790293;9.287608;493.847744;sitting_down
9.082003;10.679701;0.055564;4.507756;8.689697;587.573304;idle
9.870282;9.914770;0.326835;-0.358273;9.874982;593.213192;idle
9.871642;9.913767;0.327923;-0.361802;9.877499;593.373857;idle
9.871793;9.933582;0.325955;-0.361078;9.877675;593.378928;idle
9.255312;11.037094;0.109262;5.776712;7.849929;585.026573;idle
9.618441;10.007405;0.157881;5.739916;7.894742;585.743066;idle
8.284576;12.536852;-0.041698;5.061664;8.510884;596.775918;walking
8.185874;13.097964;0.242922;4.773622;8.481385;491.027306;walking
8.520394;11.712268;0.176544;4.507468;8.648347;587.834275;walking
8.580480;12.290005;0.426033;4.359494;8.778955;489.040737;walking
8.042650;12.343643;0.462578;4.713883;8.609034;487.962650;walking
9.010418;11.098860;0.607079;4.292951;8.826840;590.815289;idle
9.354604;10.427015;0.100434;4.612208;8.646742;588.066126;idle
7.682281;13.198896;0.030406;4.778731;8.567729;591.794008;walking
7.954842;13.813156;0.551892;4.688731;8.482161;489.456958;walking
7.373687;13.647358;0.304159;4.505533;8.505033;580.091057;walking
7.443088;12.484115;0.205982;4.562404;8.588385;585.241399;walking
7.624240;13.754481;0.312409;4.455047;8.639466;586.113091;walking
6.822976;12.843001;-0.396658;3.365619;9.502612;610.619084;sitting_down
7.727200;14.560870;-0.231608;3.251551;9.349370;598.659851;standing_up
6.290260;14.579013;0.464531;3.551336;9.428211;503.093139;sitting_down
7.285511;14.555041;0.139506;3.222137;9.456809;601.964825;standing_up
6.236150;14.593348;0.255475;3.862847;9.183015;497.773680;sitting_down
7.115347;14.671529;-0.042571;3.891600;9.142427;602.954700;standing_up
6.103169;13.123726;0.009990;4.172112;9.226843;511.734415;sitting_down
9.519876;10.071767;-0.113657;4.522308;8.677880;587.207042;idle
7.173658;13.962375;-0.037188;4.089715;9.024628;597.266311;standing_up
7.721471;12.624753;-0.040033;4.745261;8.587674;496.594682;walking
7.950203;12.272025;-0.017109;4.754751;8.598479;493.162305;walking
8.428359;12.195226;0.416128;4.875848;8.533482;591.889646;walking
8.629775;11.014570;0.468013;4.616821;8.575500;586.484456;walking
8.201444;12.087749;0.397382;4.335130;8.834770;592.874947;walking
8.467622;12.150006;0.543853;4.553787;8.743771;593.822623;walking
7.920895;13.087474;0.346339;4.227658;8.944485;596.191033;walking
